page,index,Продукт,Старая цена,Новая цена,Процент скидки,Время проведения акции
78,19,"Дезодорант GARNIER®, Активный контроль шариковый, 50мл",243.99,184.99,−24%,с  9 февраля - до  8 марта
78,21,"Дезодорант GARNIER®, Активный контроль шариковый, 50мл",243.99,184.99,−24%,с  9 февраля - до  8 марта
79,0,"Краска для волос GARNIER®, Роскошь цвета, 4,15",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,1,"Краска для волос GARNIER®, Роскошь цвета, 9,13",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,2,"Краска для волос GARNIER®, Роскошь цвета, 3,0",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,3,"Краска для волос GARNIER®, Колор Сенсейшн, 4.10 Ночной сапфир",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,4,"Краска для волос GARNIER®, Роскошь цвета, 6,0",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,5,"Краска для волос GARNIER®, Роскошь цвета, 5,62",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,6,"Краска для волос GARNIER®, Колор Сенсейшн, 101 Серебряный блонд",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,7,"Краска для волос GARNIER®, Колор Сенсейшн, 910 Пепельно-серебряный",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,8,"Краска для волос GARNIER®, Роскошь цвета, 111",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,9,"Краска для волос GARNIER®, Роскошь цвета, 1,0",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,10,"Краска для волос GARNIER® Color Sensation 110 Ультраблонд, 110мл",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,11,"Краска для волос GARNIER®, Роскошь цвета, 8,0",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,12,"Краска для волос GARNIER®, Роскошь цвета, 10,21, 163г",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,13,"Паста зубная СПЛАТ, Кидс, для детей 2-6лет, Земляника/Вишня, 50мл",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,15,"Паста зубная СПЛАТ, Кидс, для детей 2-6лет, Фруктовое мороженое, 50мл",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,16,"Краска для волос GARNIER®, Колор сенсейшн, 3.16 Аметист",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,17,"Краска для волос GARNIER® Колор Сенсейшнс, 6.45, 110мл",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,18,"Краска для волос GARNIER® Колор Сенсейшнс, 7.40, 110мл",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,21,"Средство чистящее ДОМЕСТОС универсальное Свежесть Атлантики, 750мл",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,22,"Средство чистящее ДОМЕСТОС универсальное Ультраблеск, 750мл",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,23,"Средство чистящее ДОМЕСТОС универсальное Лимонная свежесть, 750мл",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,24,"Средство чистящее ДОМЕСТОС универсальное Ультрабелый, 750мл",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,32,"Краска для волос GARNIER® Колор Сенсейшн 5.51 Рубин/Марсала, 149г",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,33,Краска для волос GARNIER® Колор Сенсейшн 3.11 пепельный черный,249.99,189.99,−24%,с  8 февраля - до  8 марта
79,34,"Краска для волос GARNIER® Колор Сенсейшн 9.02 Перламутровый блонд, 149г",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,35,"Краска для волос GARNIER® Колор Сенсейшн 901 Серебряный блонд, 145г",249.99,189.99,−24%,с  8 февраля - до  8 марта
79,36,Краска для волос GARNIER® Колор Сэнсейшнс платиновый металл,249.99,189.99,−24%,с  8 февраля - до  8 марта
79,40,"Паста зубная СПЛАТ, Ликвум-гель, 100мл",249.97,189.99,−24%,с  9 февраля - до  8 марта
79,43,"Паста зубная СПЛАТ, Ликвум-гель, 100мл",249.97,189.99,−24%,с  9 февраля - до  8 марта
80,41,"Рис ИНДИКА белый длиннозерный, 1кг",249.69,189.99,−24%,с 15 февраля - до 28 февраля
80,44,"Пастила БЕЛЕВСКАЯ ПАСТИЛА, Яблоко, 200г",251.090,189.99,−24%,с 15 февраля - до 28 февраля
81,16,"Филе горбуши CHEF POLAR в панировке, 280г",249.99,189.99,−24%,с 15 февраля - до 28 февраля
83,21,SPLAT Special Зубная щётка Blackwood Medium (Сплат):12/48,261.73,199.99,−24%,с  9 февраля - до  8 марта
83,31,"Средство для мытья стекол МИСТЕР МУСКУЛ, с нашатырным спиртом, 500мл",264.69,199.99,−24%,с  9 февраля - до  8 марта
85,23,"Миндаль СЕМУШКА жареный, 110г",264.090,199.99,−24%,с 15 февраля - до 28 февраля
87,6,"Крем DOVE®, для всех типов кожи, 150мл",274.99,209.99,−24%,с  9 февраля - до  8 марта
90,22,"Напиток газированный LAVETTI Classico белый сладкий, 0,75л",299.99,229.00,−24%,с  9 февраля - до  8 марта
90,23,"Напиток газированный LAVETTI Rose розовый сладкий, 0,75л",299.99,229.00,−24%,с  9 февраля - до  8 марта
90,24,"Напиток газированный LAVETTI Rose розовый сладкий, 0,75л",299.99,229.00,−24%,с  9 февраля - до  8 марта
90,25,"Напиток газированный LAVETTI Classico белый сладкий, 0,75л",299.99,229.00,−24%,с  9 февраля - до  8 марта
93,12,"Туалетная бумага SOFFIONE ПРЕМИО, лаванда, 3 слоя, 8рулонов",314.52,239.99,−24%,с  9 февраля - до  8 марта
93,13,"Туалетная бумага SOFFIONE ПРЕМИО, лаванда, 3 слоя, 8рулонов",314.52,239.99,−24%,с  9 февраля - до  8 марта
94,2,"Кофе МОККО растворимый сублимированный, 95г",316.92,239.99,−24%,с 15 февраля - до 28 февраля
94,10,"Гель для душа NIVEA® мужской 2в1 Океан, 250мл",314.99,239.99,−24%,с 22 февраля - до  8 марта
94,11,"Гель для душа NIVEA® Мен, Ультра, 250мл",316.99,239.99,−24%,с 22 февраля - до  8 марта
94,12,"Гель для душа NIVEA®, Сила угля, мужской, 250мл",316.99,239.99,−24%,с 22 февраля - до  8 марта
94,13,"Гель для душа NIVEA®, Пробуждающий, 250мл",315.99,239.99,−24%,с 22 февраля - до  8 марта
94,14,"Гель для душа NIVEA®, Энергия/Заряд чистоты, 250мл",315.99,239.99,−24%,с 22 февраля - до  8 марта
94,18,"Колбаса ДОКТОРСКАЯ (Мясницкий ряд), 400г",317.99,242.99,−24%,с 15 февраля - до 28 февраля
94,19,"Колбаса ДОКТОРСКАЯ (Мясницкий ряд), 400г",319.49,242.99,−24%,с 15 февраля - до 28 февраля
98,31,"Шампунь FRUCTIS®, Стойкий цвет, 400мл",339.99,259.99,−24%,с  9 февраля - до  8 марта
98,32,"Шампунь ФРУКТИС, Тройное восстановление, 400мл",339.99,259.99,−24%,с  9 февраля - до  8 марта
98,33,"Шампунь ФРУКТИС, густые и роскошные, 400мл",339.99,259.99,−24%,с  9 февраля - до  8 марта
98,34,"Шампунь ФРУКТИС, Рост во всю силу, 400мл",339.99,259.99,−24%,с  9 февраля - до  8 марта
98,35,"Шампунь ФРУКТИС, Тройное восстановление, 400мл",339.99,259.99,−24%,с  9 февраля - до  8 марта
98,36,"Шампунь ФРУКТИС, густые и роскошные, 400мл",339.99,259.99,−24%,с  9 февраля - до  8 марта
102,13,"Гель для душа MILANA Могучий Килиманджаро, 750мл",369.99,279.99,−24%,с  8 февраля - до  8 марта
103,10,"Корм для стерилизованных кошек PURINA ONE®, Лосось/пшеница, 750г",369.99,279.99,−24%,с 15 февраля - до 28 февраля
103,15,"Корм для стерилизованных кошек PURINA ONE®, Лосось/пшеница, 750г",369.99,279.99,−24%,с 15 февраля - до 28 февраля
103,23,"Корм для стерилизованных кошек PURINA ONE®, Лосось/пшеница, 750г",369.99,279.99,−24%,с 15 февраля - до 28 февраля
104,22,"Крем для век ЧЕРНЫЙ ЖЕМЧУГ Питание, 17мл",374.99,284.99,−24%,с  8 февраля - до  8 марта
104,42,SYNERGETIC Пятновыводитель д/предв обработки пятен 500мл:8,379.99,289.99,−24%,с  8 февраля - до  8 марта
104,48,"Шампунь КЛИАР, от перхоти, Против выпадения волос, 400мл",379.99,289.99,−24%,с  9 февраля - до  8 марта
104,49,"Шампунь КЛИАР, 2 в 1 АктивСпорт, 400мл",379.99,289.99,−24%,с  9 февраля - до  8 марта
105,0,"Шампунь КЛИАР, Глубокое очищение, мужской, против перхоти, 2в1, 400мл",379.99,289.99,−24%,с  9 февраля - до  8 марта
105,1,"Шампунь КЛИАР, Мужской, против перхоти, Ледяная свежесть, 400мл",379.99,289.99,−24%,с  9 февраля - до  8 марта
105,2,"Шампунь КЛИАР, Фитотехнолоджи для женщин, 400мл",379.99,289.99,−24%,с  9 февраля - до  8 марта
105,3,"Шампунь КЛИАР, Женский, от перхоти, Интенсивное увлажнение, 400мл",379.99,289.99,−24%,с  9 февраля - до  8 марта
105,4,"Шампунь КЛИАР, Глубокое очищение, мужской, против перхоти, 2в1, 400мл",379.99,289.99,−24%,с  9 февраля - до  8 марта
105,5,"Шампунь КЛИАР, от перхоти, Против выпадения волос, 400мл",379.99,289.99,−24%,с  9 февраля - до  8 марта
105,6,"Шампунь КЛИАР, Женский, от перхоти, Интенсивное увлажнение, 400мл",379.99,289.99,−24%,с  9 февраля - до  8 марта
105,7,"Шампунь КЛИАР, Мужской, против перхоти, Ледяная свежесть, 400мл",379.99,289.99,−24%,с  9 февраля - до  8 марта
