page,index,Продукт,Старая цена,Новая цена,Процент скидки,Время проведения акции
120,11,"Бритвы одноразовые GILLETTE® Блу Симпл3, 8шт.",529.99,399.99,−25%,с  8 февраля - до  8 марта
120,12,LIBREDERM Шампунь д/волос Аевит 250мл(Зелдис):25,529.99,399.99,−25%,с  8 февраля - до  8 марта
120,16,"Гель для бритья GILLETTE®, ФЬЮЖН для чувствительной кожи, 200мл",529.99,399.99,−25%,с  8 февраля - до  8 марта
120,35,"Маска для волос FRUCTIS® Суперфуд Алоэ, 390мл",529.99,399.99,−25%,с  9 февраля - до  8 марта
120,37,"Маска для волос FRUCTIS®, Лакомство для волос, Банан, 390мл",529.99,399.99,−25%,с  9 февраля - до  8 марта
120,46,"Маска для волос FRUCTIS®, Лакомство для волос, Папайя, 390мл",529.99,399.99,−25%,с  9 февраля - до  8 марта
121,5,"Маска для волос FRUCTIS® Суперфуд Алоэ, 390мл",529.99,399.99,−25%,с  9 февраля - до  8 марта
121,7,"Маска для волос FRUCTIS®, Лакомство для волос, Банан, 390мл",529.99,399.99,−25%,с  9 февраля - до  8 марта
121,19,"Маска для волос FRUCTIS®, Лакомство для волос, Папайя, 390мл",529.99,399.99,−25%,с  9 февраля - до  8 марта
122,37,"Вино КАМПЕТТО Соаве DOC Венето белое сухое (Италия), 0,75л",549.00,409.99,−25%,с  9 февраля - до  8 марта
122,38,"Вино КАМПЕТТО Соаве DOC Венето белое сухое (Италия), 0,75л",549.00,409.99,−25%,с  9 февраля - до  8 марта
123,5,"Гель для умывания GARNIER®, Чистая кожа ЭксфоПро для проблемной кожи, 150мл",549.99,414.99,−25%,с  9 февраля - до  8 марта
123,6,"Гель для умывания GARNIER®, Чистая кожа ЭксфоПро для проблемной кожи, 150мл",549.99,414.99,−25%,с  9 февраля - до  8 марта
124,9,"Порошок стиральный BIMAX® Колор, автомат, 3кг",562.59,419.99,−25%,с 15 февраля - до 28 февраля
124,10,"Стиральный порошок BIMAX® автомат 100 пятен, 3кг",562.79,419.99,−25%,с 15 февраля - до 28 февраля
125,26,"Крем для лица KUMIHO ночной с муцином улитки и экстрактом женьшеня, 50мл",579.99,434.99,−25%,с  8 февраля - до  8 марта
125,27,"Крем для лица KUMIHO дневной питательный с муцином улитки, 50мл",579.99,434.99,−25%,с  8 февраля - до  8 марта
125,28,"Таблетки Имудон, 40 таблеток",581.000,435.000,−25%,с  1 февраля - до 28 февраля
126,5,"Ликер ТУНДРА, Биттер, 35%, 0,5л",599.00,449.00,−25%,с  9 февраля - до  8 марта
126,43,"ДОРАДО, полуфабрикат из замороженного сырья (СП ГМ), 1кг",599.99,449.99,−25%,с 15 февраля - до 28 февраля
126,44,"ДОРАДО, полуфабрикат из замороженного сырья (СП ГМ), 1кг",599.99,449.99,−25%,с 15 февраля - до 28 февраля
127,20,"Спрей назальный ИРС-19, 20 мл",624.000,468.000,−25%,с  1 февраля - до 28 февраля
127,26,"Мусс для умывания DOVE® Увлажняющий, 160мл",626.99,469.99,−25%,с  8 февраля - до  8 марта
127,27,"Маска для волос GLISS KUR® Совершенство окрашенных волос, 300мл",629.99,469.99,−25%,с  8 февраля - до  8 марта
128,41,"Стиральный порошок PERSIL®, Колор, автомат, Свежесть от Вернель, 3кг",669.00,499.99,−25%,с 15 февраля - до 28 февраля
128,42,"Стиральный порошок PERSIL®, Свежесть от Вернель, автомат, 3кг",669.00,499.99,−25%,с 15 февраля - до 28 февраля
129,31,"Коньяк ФАЗЕРС ОЛД БАРРЕЛЬ, 5 звезд, 40%, 0,5л",729.99,549.00,−25%,с  9 февраля - до  8 марта
129,36,"Вино АРМЕНТИА И МАДРАЗО Темпранильо Крианца Риоха красное сухое (Испания),  0,75л",729.00,549.99,−25%,с  9 февраля - до  8 марта
129,48,"Стиральный порошок DOSIA® Альпийская свежесть, 4кг",746.99,559.99,−25%,с  8 февраля - до  8 марта
130,11,"Сыворотка для лица GARNIER® гиалуроновая, алоэ, 30мл",762.99,569.99,−25%,с  8 февраля - до 28 февраля
130,12,"Сыворотка для лица GARNIER® с Витамином С, 30мл",762.99,569.99,−25%,с  8 февраля - до 28 февраля
130,26,AURORA Креветка сев прем в/м 70/90 500г ф/уп(Ново-Мар):8,777.49,579.99,−25%,с 15 февраля - до 28 февраля
130,27,AURORA Креветка сев прем в/м 70/90 500г ф/уп(Ново-Мар):8,775.69,579.99,−25%,с 15 февраля - до 28 февраля
130,40,"Кассеты сменные ДОРКО мужские 4 лезвия, 4шт.",799.99,599.99,−25%,с  8 февраля - до  8 марта
130,41,Кассеты ДОРКО Пейс6 сменные для бритвы 6 лезвийх4шт.,799.99,599.99,−25%,с  8 февраля - до  8 марта
131,1,"Вино ЛУНА ТОСКА, Кьянти Ризерва, красное сухое (Италия), 0,75л",799.00,599.99,−25%,с  9 февраля - до  8 марта
131,2,"Вино ЛЕ КЛАССИК ДЕ ВАНТЕНАК, Розе, розовое сухое (Франция), 0,75л",799.00,599.99,−25%,с  9 февраля - до  8 марта
131,3,"Вино ЛЕ КЛАССИК ДЕ ВАНТЕНАК, Розе, розовое сухое (Франция), 0,75л",799.00,599.99,−25%,с  9 февраля - до  8 марта
131,4,"Вино ЛУНА ТОСКА, Кьянти Ризерва, красное сухое (Италия), 0,75л",799.00,599.99,−25%,с  9 февраля - до  8 марта
131,25,"Кассеты сменные ДОРКО женские 4 лезвия, 4шт.",829.99,619.99,−25%,с  8 февраля - до  8 марта
132,21,"Вино ВИНАС ДЕЛЬ ВЕРО Шардоне белое полусухое (Испания), 0,75л",899.00,669.99,−25%,с  9 февраля - до  8 марта
132,23,LIBREDERM Anti-Age Крем д/л ночной 50мл(Зелд):6/12,904.99,679.99,−25%,с  8 февраля - до  8 марта
132,35,"Виски НАКИ ТОМПСОН купаж 3-летнее 40%, 0,5л",927.78,699.00,−25%,с  9 февраля - до  8 марта
133,8,"Коньяк армянский НОЙ Подарочный 3-летний 40%, 0,5л",999.00,749.00,−25%,с  9 февраля - до  8 марта
133,10,"Коньяк армянский НОЙ Подарочный 3-летний 40%, 0,5л",999.00,749.00,−25%,с  9 февраля - до  8 марта
133,21,"Вино игристое АБРАУ-ДЮРСО Премиум белое брют выдержанное, 0,75л",1039.99,779.00,−25%,с  9 февраля - до  8 марта
133,22,"Вино игристое АБРАУ-ДЮРСО Премиум белое брют выдержанное, 0,75л",1039.99,779.00,−25%,с  9 февраля - до  8 марта
133,23,"Вино игристое АБРАУ-ДЮРСО, Премиум, выдержанное, розовое, брют, 0,75л",1039.99,779.00,−25%,с  9 февраля - до  8 марта
133,24,"Вино игристое АБРАУ-ДЮРСО Премиум выдержанное белое полусухое, 0,75л",1039.99,779.00,−25%,с  9 февраля - до  8 марта
133,25,"Вино игристое АБРАУ-ДЮРСО, Премиум, выдержанное, розовое, брют, 0,75л",1039.99,779.00,−25%,с  9 февраля - до  8 марта
133,26,"Вино игристое АБРАУ-ДЮРСО Премиум выдержанное белое экстрабрют, 0,75л",1039.99,779.00,−25%,с  9 февраля - до  8 марта
133,27,"Вино игристое АБРАУ-ДЮРСО Премиум выдержанное белое экстрабрют, 0,75л",1039.99,779.00,−25%,с  9 февраля - до  8 марта
134,35,"Кофе ЧЕРНАЯ КАРТА, в зернах, 1кг",1266.59,949.99,−25%,с 15 февраля - до 28 февраля
134,36,"Кофе ЧЕРНАЯ КАРТА, в зернах, 1кг",1266.59,949.99,−25%,с 15 февраля - до 28 февраля
134,37,"Кофе ЧЕРНАЯ КАРТА, в зернах, 1кг",1266.59,949.99,−25%,с 15 февраля - до 28 февраля
134,41,"Станок для бритья GILLETTE®, Фьюжн, 2 кассеты",1339.99,999.00,−25%,с  8 февраля - до  8 марта
136,31,"Подгузники-трусики NANI® 12-20~<кг, 38шт.",1599.99,1199.99,−25%,с 15 февраля - до 28 февраля
136,37,"Коньяк СТАРЕЙШИНА, 5-летний, 40%, 1л",1675.00,1249.00,−25%,с  9 февраля - до  8 марта
136,38,"Коньяк СТАРЕЙШИНА, 5-летний, 40%, 1л",1675.00,1249.00,−25%,с  9 февраля - до  8 марта
137,45,"Таблетки Гептрал, 400 мг, 20 таблеток",1840.000,1380.000,−25%,с  1 февраля - до 28 февраля
4,42,"Корм для кошек PERFECT FIT для взрослых кошек Здоровье почек, 75г",32.99,24.99,−24%,с 15 февраля - до 28 февраля
4,43,"Корм для кошек PERFECT FIT для стерилизованных Курица в соусе, 75г",32.99,24.99,−24%,с 15 февраля - до 28 февраля
4,44,"Корм для кошек PERFECT FIT для взрослых кошек Говядина в соусе, 75г",32.99,24.99,−24%,с 15 февраля - до 28 февраля
4,45,"Корм для кошек PERFECT FIT для стерилизованных Говядина в соусе, 75г",32.99,24.99,−24%,с 15 февраля - до 28 февраля
4,46,"Корм для кошек PERFECT FIT чувствительное пищеварение Индейка в соусе, 75г",32.99,24.99,−24%,с 15 февраля - до 28 февраля
4,47,"Корм для котят PERFECT FIT Курица в соусе, 75г",32.99,24.99,−24%,с 15 февраля - до 28 февраля
4,48,"Корм для кошек PERFECT FIT для стерилизованных Курица в соусе, 75г",32.99,24.99,−24%,с 15 февраля - до 28 февраля
4,49,"Корм для кошек PERFECT FIT для стерилизованных Говядина в соусе, 75г",32.99,24.99,−24%,с 15 февраля - до 28 февраля
5,0,"Корм для кошек PERFECT FIT для взрослых кошек Здоровье почек, 75г",32.99,24.99,−24%,с 15 февраля - до 28 февраля
5,1,"Корм для котят PERFECT FIT Курица в соусе, 75г",32.99,24.99,−24%,с 15 февраля - до 28 февраля
5,2,"Корм для кошек PERFECT FIT для взрослых кошек Говядина в соусе, 75г",32.99,24.99,−24%,с 15 февраля - до 28 февраля
5,3,"Корм для кошек PERFECT FIT чувствительное пищеварение Индейка в соусе, 75г",32.99,24.99,−24%,с 15 февраля - до 28 февраля
7,32,"СЫРОК Творожный с ванилином (РостАгроКомплекс), 90г",45.99,34.99,−24%,с 15 февраля - до 28 февраля
7,33,"СЫРОК Творожный с ванилином (РостАгроКомплекс), 90г",45.99,34.99,−24%,с 15 февраля - до 28 февраля
7,34,"СЫРОК Творожный с изюмом (РостАгроКомплекс), 90г",45.99,34.99,−24%,с 15 февраля - до 28 февраля
7,35,"СЫРОК Творожный с ванилином (РостАгроКомплекс), 90г",45.99,34.99,−24%,с 15 февраля - до 28 февраля
10,40,"Шоколадный батончик GOODMIX карамель-хрустящая вафля, 44г",52.29,39.99,−24%,с 15 февраля - до 28 февраля
10,42,"Шоколданый батончик GOODMIX с арахисом и вафлей, 46г",52.49,39.99,−24%,с 15 февраля - до 28 февраля
11,48,"Голень индейки ИНДИЛАЙТ варено-копченая, 100г",52.79,39.99,−24%,с 15 февраля - до 28 февраля
12,3,"БУЛОЧКИ С КУНЖУТОМ пшеничные (Коломенский БКК), 180г",53.99,40.98,−24%,с 15 февраля - до 28 февраля
12,4,"БУЛОЧКИ С КУНЖУТОМ пшеничные (Коломенский БКК), 180г",53.99,40.98,−24%,с 15 февраля - до 28 февраля
12,5,"БУЛОЧКИ С КУНЖУТОМ пшеничные (Коломенский БКК), 180г",53.99,40.98,−24%,с 15 февраля - до 28 февраля
12,6,"БУЛОЧКИ С КУНЖУТОМ пшеничные (Коломенский БКК), 180г",53.99,40.98,−24%,с 15 февраля - до 28 февраля
12,7,"БУЛОЧКИ С КУНЖУТОМ пшеничные (Коломенский БКК), 180г",53.99,40.98,−24%,с 15 февраля - до 28 февраля
12,8,"БУЛОЧКИ С КУНЖУТОМ пшеничные (Коломенский БКК), 180г",53.99,40.98,−24%,с 15 февраля - до 28 февраля
12,9,"БУЛОЧКИ С КУНЖУТОМ пшеничные (Коломенский БКК), 180г",53.99,40.98,−24%,с 15 февраля - до 28 февраля
12,10,"БУЛОЧКИ С КУНЖУТОМ пшеничные (Коломенский БКК), 180г",53.99,40.98,−24%,с 15 февраля - до 28 февраля
14,39,"Фитосоль для ванн SPA BY LARA®, в ассортименте, 500г",65.99,49.99,−24%,с  8 февраля - до  8 марта
15,21,"Чай зеленый ПРИНЦЕССА ЯВА, Клубника/ваниль, 25 пакетиков",65.79,49.99,−24%,с 15 февраля - до 28 февраля
15,22,"Чай зеленый ПРИНЦЕССА ЯВА, Клубника/ваниль, 25 пакетиков",65.79,49.99,−24%,с 15 февраля - до 28 февраля
16,18,"Чай черный ПРИНЦЕССА НУРИ, отборный, 25 пакетиков",65.99,49.99,−24%,с 15 февраля - до 28 февраля
16,21,"Чай черный ПРИНЦЕССА НУРИ, отборный, 25 пакетиков",65.99,49.99,−24%,с 15 февраля - до 28 февраля
17,4,"Хлеб ДАНИЛОВСКИЙ зерновой, 300г",66.99,50.98,−24%,с 15 февраля - до 28 февраля
17,5,"Хлеб ДАНИЛОВСКИЙ зерновой, 300г",66.99,50.98,−24%,с 15 февраля - до 28 февраля
17,6,"Хлеб ДАНИЛОВСКИЙ зерновой, 300г",66.99,50.98,−24%,с 15 февраля - до 28 февраля
17,7,"Хлеб ДАНИЛОВСКИЙ зерновой, 300г",66.99,50.98,−24%,с 15 февраля - до 28 февраля
17,8,"Хлеб ДАНИЛОВСКИЙ зерновой, 300г",66.99,50.98,−24%,с 15 февраля - до 28 февраля
17,9,"Хлеб ДАНИЛОВСКИЙ зерновой, 300г",66.99,50.98,−24%,с 15 февраля - до 28 февраля
17,10,"Хлеб ДАНИЛОВСКИЙ зерновой, 300г",66.99,50.98,−24%,с 15 февраля - до 28 февраля
17,11,"Хлеб ДАНИЛОВСКИЙ зерновой, 300г",66.99,50.98,−24%,с 15 февраля - до 28 февраля
17,32,"Биойогурт СЛОБОДА гранола-изюм, 5%, 190г",69.99,52.99,−24%,с 15 февраля - до 28 февраля
17,33,"Биойогурт СЛОБОДА мюсли-яблоко-мандарин-орех, 5%, 190г",69.99,52.99,−24%,с 15 февраля - до 28 февраля
17,34,"Биойогурт СЛОБОДА груша-злаки-семена льна, 5%, 190г",69.99,52.99,−24%,с 15 февраля - до 28 февраля
17,35,"Биойогурт СЛОБОДА гранола-изюм, 5%, 190г",69.99,52.99,−24%,с 15 февраля - до 28 февраля
17,36,"Биойогурт СЛОБОДА мюсли-яблоко-мандарин-орех, 5%, 190г",69.99,52.99,−24%,с 15 февраля - до 28 февраля
18,33,"Макароны MAKFA®, Ракушки, 450г",72.29,54.99,−24%,с 15 февраля - до 28 февраля
24,8,"Сметана ПРОСТОКВАШИНО 10%, 300г",84.99,64.99,−24%,с  9 февраля - до  8 марта
24,9,"Сметана ПРОСТОКВАШИНО 10%, 300г",84.99,64.99,−24%,с  9 февраля - до  8 марта
24,10,"Шоколад ALPEN GOLD молочный пористый, 80г",85.33,64.99,−24%,с 15 февраля - до 28 февраля
24,11,"Шоколад ALPEN GOLD темный пористый, 80г",85.33,64.99,−24%,с 15 февраля - до 28 февраля
24,12,"Шоколад ALPEN GOLD белый пористый, 80г",85.33,64.99,−24%,с 15 февраля - до 28 февраля
24,33,"Вафли КОЛОМЕНСКОЕ, Каприччио, шоколадные, 220г",85.49,64.99,−24%,с 15 февраля - до 28 февраля
25,31,"Хлеб РЖАНОЙ КРАЙ, зерновой, нарезка, 300г",89.99,67.99,−24%,с 15 февраля - до 28 февраля
25,32,"Хлеб РЖАНОЙ КРАЙ, зерновой, нарезка, 300г",89.99,67.99,−24%,с 15 февраля - до 28 февраля
25,33,"Хлеб РЖАНОЙ КРАЙ, зерновой, нарезка, 300г",89.99,67.99,−24%,с 15 февраля - до 28 февраля
25,34,"Хлеб РЖАНОЙ КРАЙ, зерновой, нарезка, 300г",89.99,67.99,−24%,с 15 февраля - до 28 февраля
25,35,"Хлеб РЖАНОЙ КРАЙ, зерновой, нарезка, 300г",89.99,67.99,−24%,с 15 февраля - до 28 февраля
25,36,"Хлеб РЖАНОЙ КРАЙ, зерновой, нарезка, 300г",89.99,67.99,−24%,с 15 февраля - до 28 февраля
25,39,"Хлеб РЖАНОЙ КРАЙ, зерновой, нарезка, 300г",89.99,68.030,−24%,с 15 февраля - до 28 февраля
25,40,"Хлеб РЖАНОЙ КРАЙ, зерновой, нарезка, 300г",89.99,68.030,−24%,с 15 февраля - до 28 февраля
27,11,"Печенье ОРЕО, 95г",92.59,69.99,−24%,с 15 февраля - до 28 февраля
27,12,"Печенье ОРЕО, с какао и шоколадной начинкой, 95г",92.59,69.99,−24%,с 15 февраля - до 28 февраля
27,13,"Печенье ОРЕО с какао и начинкой со вкусом клубники, 95г",92.59,69.99,−24%,с 15 февраля - до 28 февраля
27,36,"Вафли КОЛОМЕНСКИЙ, с халвой, 220г",92.69,69.99,−24%,с 15 февраля - до 28 февраля
29,49,"ХЛЕБЦЫ зерновые (Коломенский БКК), 260г",94.99,72.00,−24%,с 15 февраля - до 28 февраля
30,0,"ХЛЕБЦЫ зерновые (Коломенский БКК), 260г",94.99,72.00,−24%,с 15 февраля - до 28 февраля
30,1,"ХЛЕБЦЫ зерновые (Коломенский БКК), 260г",94.99,72.00,−24%,с 15 февраля - до 28 февраля
30,2,"ХЛЕБЦЫ зерновые (Коломенский БКК), 260г",94.99,72.00,−24%,с 15 февраля - до 28 февраля
30,3,"ХЛЕБЦЫ зерновые (Коломенский БКК), 260г",94.99,72.00,−24%,с 15 февраля - до 28 февраля
30,4,"ХЛЕБЦЫ зерновые (Коломенский БКК), 260г",94.99,72.00,−24%,с 15 февраля - до 28 февраля
30,5,"ХЛЕБЦЫ зерновые (Коломенский БКК), 260г",94.99,72.00,−24%,с 15 февраля - до 28 февраля
30,6,"ХЛЕБЦЫ зерновые (Коломенский БКК), 260г",94.99,72.00,−24%,с 15 февраля - до 28 февраля
30,9,"Масса творожная ОСОБАЯ, изюм, шоколад (РостАгроКомплекс), 180г",95.99,72.99,−24%,с 15 февраля - до 28 февраля
30,10,"Масса творожная ОСОБАЯ, изюм, шоколад (РостАгроКомплекс), 180г",95.99,72.99,−24%,с 15 февраля - до 28 февраля
37,40,"Сыр творожный САВУШКИН воздушный сливочный 60%, 150г",112.00,84.99,−24%,с 15 февраля - до 28 февраля
38,5,"Сельдь МАРЕ слабосоленая филе кусочки в маринаде По-шведски, 145г",111.39,84.99,−24%,с 15 февраля - до 28 февраля
38,6,"Сельдь МАРЕ слабосоленая филе кусочки в маринаде По-шведски, 145г",111.69,84.99,−24%,с 15 февраля - до 28 февраля
38,9,"Сыр ПЕСТО Грин 45%, 100г",112.90,85.49,−24%,с 15 февраля - до 28 февраля
38,10,"Сыр ПЕСТО Грин 45%, 100г",112.90,85.49,−24%,с 15 февраля - до 28 февраля
38,13,"Карбонад РОССИЙСКИЙ, варено-копченый (Первый Одинцовский МК), 100г",112.99,85.69,−24%,с 15 февраля - до 28 февраля
38,44,"ИНДЕЙКА копчено-вареная, нарезка (Дымов), 70г",117.59,88.99,−24%,с 15 февраля - до 28 февраля
43,4,"Цукаты ВОСТОЧНЫЙ ГОСТЬ Ананас и папайя, 150г",118.47,89.99,−24%,с 15 февраля - до 28 февраля
43,5,"Цукаты ВОСТОЧНЫЙ ГОСТЬ Ананас и папайя, 150г",118.47,89.99,−24%,с 15 февраля - до 28 февраля
43,6,"Цукаты ВОСТОЧНЫЙ ГОСТЬ Ананас и папайя, 150г",118.47,89.99,−24%,с 15 февраля - до 28 февраля
43,7,"Цукаты ВОСТОЧНЫЙ ГОСТЬ Ананас и папайя, 150г",118.47,89.99,−24%,с 15 февраля - до 28 февраля
46,7,"Смесь орехов и сухофруктов НАТУРФУДС, 130г",132.090,99.99,−24%,с  9 февраля - до  8 марта
47,35,"Средство для мытья посуды FAIRY®, Чайное дерево/Мята; Ромашка/витамин Е, 450мл",131.39,99.99,−24%,с 15 февраля - до 28 февраля
47,36,"Средство для мытья посуды FAIRY®, Чайное дерево/Мята; Ромашка/витамин Е, 450мл",132.39,99.99,−24%,с 15 февраля - до 28 февраля
47,37,"Средство для мытья посуды FAIRY®, Сочный лимон; Апельсин-лимонник, 450мл",131.39,99.99,−24%,с 15 февраля - до 28 февраля
47,44,"Нектар ДОБРЫЙ, Ананасовый, 1л",130.99,99.99,−24%,с 15 февраля - до 28 февраля
47,45,"Нектар ДОБРЫЙ, Виноградный, 1л",130.99,99.99,−24%,с 15 февраля - до 28 февраля
47,49,"Нектар ДОБРЫЙ, Ананасовый, 1л",130.99,99.99,−24%,с 15 февраля - до 28 февраля
48,12,"Мармелад АЗОВСКАЯ КФ, Французский сад, 300г",132.39,99.99,−24%,с 15 февраля - до 28 февраля
52,8,"Паста зубная COLGATE®, Тройное действие, 100мл",143.99,109.99,−24%,с  8 февраля - до  8 марта
53,26,"Крекер БЭЙКЕР ХАУС с томатом и орегано, 250г",145.39,109.99,−24%,с 15 февраля - до 28 февраля
55,28,"ГРУШИ «Санта Мария», 1кг",157.00,119.90,−24%,с 22 февраля - до 28 февраля
55,29,"ГРУШИ «Санта Мария», 1кг",157.00,119.90,−24%,с 22 февраля - до 28 февраля
55,30,"ГРУШИ «Санта Мария», 1кг",157.00,119.90,−24%,с 22 февраля - до 28 февраля
55,31,"ГРУШИ «Санта Мария», 1кг",157.00,119.90,−24%,с 22 февраля - до 28 февраля
55,32,"ГРУШИ «Санта Мария», 1кг",157.00,119.90,−24%,с 22 февраля - до 28 февраля
59,45,"Шпроты ВКУСНЫЕ КОНСЕРВЫ крупные в масле, 240г",169.99,129.99,−24%,с  9 февраля - до  8 марта
59,46,"Шпроты ВКУСНЫЕ КОНСЕРВЫ крупные в масле, 240г",169.99,129.99,−24%,с  9 февраля - до  8 марта
59,47,"Зубная паста SPLAT® Daily Whitening, отбеливающая, 100г",170.41,129.99,−24%,с  9 февраля - до  8 марта
59,48,"Зубная паста SPLAT® Daily Super Fresh, 100г",170.43,129.99,−24%,с  9 февраля - до  8 марта
59,49,"Зубная паста SPLAT® Daily Super Fresh, 100г",170.43,129.99,−24%,с  9 февраля - до  8 марта
60,0,"Зубная паста SPLAT® Daily Whitening, отбеливающая, 100г",170.41,129.99,−24%,с  9 февраля - до  8 марта
61,17,"Томаты ДЯДЯ ВАНЯ, в томатном соке, 680г",169.99,129.99,−24%,с 15 февраля - до 28 февраля
61,18,"Томаты ДЯДЯ ВАНЯ, в томатном соке, 680г",169.99,129.99,−24%,с 15 февраля - до 28 февраля
61,38,"Чай черный ПРИНЦЕССА КАНДИ цейлонский, 250г",170.49,129.99,−24%,с 15 февраля - до 28 февраля
61,43,"Томаты ДЯДЯ ВАНЯ, в томатном соке, 680г",169.99,129.99,−24%,с 15 февраля - до 28 февраля
64,19,"Средство чистящее ТУАЛЕТНЫЙ УТЕНОК для унитаза морской, 500мл",182.99,139.99,−24%,с  8 февраля - до  8 марта
64,21,"Средство чистящее ТУАЛЕТНЫЙ УТЕНОК для унитаза видимый эффект, 500мл",182.99,139.99,−24%,с  8 февраля - до  8 марта
64,27,"Маслины БОНДЮЭЛЬ, с косточкой, 300г",183.99,139.99,−24%,с  9 февраля - до  8 марта
64,28,"Оливки БОНДЮЭЛЬ, с косточкой, 300г",183.99,139.99,−24%,с  9 февраля - до  8 марта
64,36,"Оливки БОНДЮЭЛЬ, с косточкой, 300г",183.99,139.99,−24%,с  9 февраля - до  8 марта
67,3,"Брокколи HORTEX, Хортекс, 400г",189.90,144.99,−24%,с 15 февраля - до 28 февраля
67,41,"Ополаскиватель для десен ЛЕСНОЙ БАЛЬЗАМ, с экстрактом дуба и пихты, 250мл",196.99,149.99,−24%,с  8 февраля - до  8 марта
69,42,"Пюре ГЕРБЕР, лакомство по-итальянски, 190г",204.99,154.99,−24%,с  9 февраля - до  8 марта
69,43,"Пюре ГЕРБЕР, рагу из индейки с рисом, 190г",204.99,154.99,−24%,с  9 февраля - до  8 марта
69,44,"Пюре ГЕРБЕР, говядина по-домашнему с морковью, 190г",204.99,154.99,−24%,с  9 февраля - до  8 марта
69,45,"Пюре ГЕРБЕР, овощи с фрикадельками из говядины, 190г",204.99,154.99,−24%,с  9 февраля - до  8 марта
69,46,"Пюре ГЕРБЕР, овощи с фрикадельками из говядины, 190г",204.99,154.99,−24%,с  9 февраля - до  8 марта
69,47,"Пюре ГЕРБЕР, лакомство по-итальянски, 190г",204.99,154.99,−24%,с  9 февраля - до  8 марта
69,48,"Пюре ГЕРБЕР, говядина по-домашнему с морковью, 190г",204.99,154.99,−24%,с  9 февраля - до  8 марта
69,49,"Пюре ГЕРБЕР, рагу из индейки с рисом, 190г",204.99,154.99,−24%,с  9 февраля - до  8 марта
70,1,"Сыр VALIO Олтермани, сливочный, нарезка, 45%, 130г",203.00,154.99,−24%,с 15 февраля - до 28 февраля
70,3,"Сыр VALIO Олтермани, сливочный, нарезка, 45%, 130г",203.00,154.99,−24%,с 15 февраля - до 28 февраля
70,4,"Сыр VALIO Олтермани, сливочный, нарезка, 45%, 130г",203.00,154.99,−24%,с 15 февраля - до 28 февраля
70,16,"Гель для душа FA®, Детский, Русалочка, 250мл",209.99,159.99,−24%,с  8 февраля - до  8 марта
70,17,"Гель для душа FA®, Детский, Храбрый пират, 250мл",209.99,159.99,−24%,с  8 февраля - до  8 марта
70,37,"Антиперспирант ДЕОНИКА женский Антибактериальный эффект, 200мл",209.99,159.99,−24%,с  8 февраля - до  7 марта
70,38,"Антиперспирант DEONICA, Powder Dry Деоника Паудэр драй, 48часов, 200мл",209.99,159.99,−24%,с  8 февраля - до  7 марта
70,39,"Антиперспирант ДЕОНИКА, Нэйче протекшн, в ассортименте, 200мл",209.99,159.99,−24%,с  8 февраля - до  7 марта
70,40,"Антиперспирант-спрей ДЕОНИКА, Невидимый, женский, 200мл",209.99,159.99,−24%,с  8 февраля - до  7 марта
70,41,"Антиперспирант ДЕОНИКА Нежность шелка, 200мл",209.99,159.99,−24%,с  8 февраля - до  7 марта
70,42,"Антиперспирант-спрей ДЕОНИКА, Невидимый, женский, 200мл",209.99,159.99,−24%,с  8 февраля - до  7 марта
70,43,"Антиперспирант ДЕОНИКА, Нэйче протекшн, в ассортименте, 200мл",209.99,159.99,−24%,с  8 февраля - до  7 марта
70,44,"Антиперспирант ДЕОНИКА женский Антибактериальный эффект, 200мл",209.99,159.99,−24%,с  8 февраля - до  7 марта
70,45,"Антиперспирант DEONICA, Powder Dry Деоника Паудэр драй, 48часов, 200мл",209.99,159.99,−24%,с  8 февраля - до  7 марта
70,46,"Корнишоны ДЯДЯ ВАНЯ, По-французски, 3-6см, 460г",209.99,159.99,−24%,с  9 февраля - до  8 марта
70,47,"Корнишоны ДЯДЯ ВАНЯ, По-французски, 3-6см, 460г",209.99,159.99,−24%,с  9 февраля - до  8 марта
71,22,"Пятновыводитель VANISH® OXI ACTION, для цветного и белого белья, жидкий, 450мл",209.89,159.99,−24%,с  9 февраля - до  8 марта
71,23,"Пятновыводитель VANISH® OXI ACTION, для цветного и белого белья, жидкий, 450мл",209.59,159.99,−24%,с  9 февраля - до  8 марта
71,42,"ЛОСОСЬ с овощами по-итальянски в томатном соусе, 230г",209.99,159.99,−24%,с 15 февраля - до 28 февраля
71,43,"ЛОСОСЬ с овощами по-итальянски в томатном соусе, 230г",209.99,159.99,−24%,с 15 февраля - до 28 февраля
73,10,"Гель для чистки унитаза BREF®, Тотал Блеск, лимон, 700мл",223.99,169.99,−24%,с  8 февраля - до  8 марта
73,16,"Чистящее средство для унитаза BREF® Pronature Сила Актив, мята, 700мл",224.99,169.99,−24%,с  8 февраля - до  8 марта
73,42,"Паста зубная СПЛАТ, Джуниор, детская, Бабл Гам, 6-11лет, 73г",222.99,169.99,−24%,с  9 февраля - до  8 марта
74,19,"Пирожное МЕДВЕЖОНОК БАРНИ Фан Сэнд кусочки темного шоколада, 180г",223.29,169.99,−24%,с 15 февраля - до 28 февраля
77,37,"Конфеты РАФФАЭЛЛО, 90г",235.39,179.99,−24%,с 15 февраля - до 28 февраля
